year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,date,Index
1993,10,19,-0.01,-110.0,-6.3,3.0,73.9,23.83,1993-10-19,
1993,10,19,0.03,-179.9,-4.6,-1.2,72.0,28.45,1993-10-19,
1993,10,19,0.0,156.0,,,,,1993-10-19,
1993,10,19,-0.01,157.5,0.6,6.7,84.0,28.31,1993-10-19,
1993,10,19,-4.97,-110.0,-6.9,0.6,75.6,24.8,1993-10-19,
1993,10,19,2.05,165.0,,,80.1,28.86,1993-10-19,
1993,10,19,5.0,156.0,7.2,4.5,80.9,28.83,1993-10-19,
1993,10,19,-8.01,-125.0,-7.5,1.9,78.8,26.31,1993-10-19,
1993,10,20,0.04,-140.0,-6.0,1.5,78.6,25.06,1993-10-20,
1993,10,20,2.0,137.2,,,,,1993-10-20,
1993,10,20,-8.0,-170.0,,,86.7,27.44,1993-10-20,
1993,10,20,5.02,-140.0,-5.2,5.8,83.4,26.61,1993-10-20,
1993,10,20,5.07,-125.0,-4.3,4.8,86.5,25.62,1993-10-20,
1993,10,20,-2.01,-140.0,-7.5,1.9,78.8,26.2,1993-10-20,
1993,10,20,-5.0,-139.9,-7.0,-2.1,75.9,26.77,1993-10-20,
1993,10,20,2.0,-155.1,-5.4,0.1,76.5,27.38,1993-10-20,
1993,10,21,-2.0,-95.0,-5.2,4.4,75.0,22.47,1993-10-21,
1993,10,21,-4.96,-179.9,5.6,1.8,81.0,27.92,1993-10-21,
1993,10,21,-4.99,-139.9,-6.1,-0.3,75.7,26.88,1993-10-21,
1993,10,21,8.06,-110.1,2.0,7.5,91.8,25.67,1993-10-21,
1993,10,21,-1.96,164.4,-5.6,-1.1,77.8,29.78,1993-10-21,
1993,10,21,8.01,-170.0,-0.6,3.0,89.1,26.3,1993-10-21,
1993,10,21,2.03,-110.1,,,76.9,24.34,1993-10-21,
1993,10,21,0.0,156.0,,,,,1993-10-21,
1993,10,21,-8.28,-155.0,-0.6,-4.0,76.9,28.12,1993-10-21,
1993,10,21,7.99,-125.0,0.7,3.1,90.6,26.06,1993-10-21,
1993,10,21,-2.19,-170.0,,,75.4,27.77,1993-10-21,
1993,10,21,-1.98,156.0,-4.0,-0.1,89.5,27.81,1993-10-21,
1993,10,22,0.03,-155.0,-6.2,0.8,81.0,27.05,1993-10-22,
1993,10,22,8.05,-110.1,0.4,6.6,85.9,26.6,1993-10-22,
1993,10,22,-1.98,156.0,-2.3,-1.7,91.8,27.06,1993-10-22,
1993,10,22,5.03,-140.0,-2.0,5.7,83.6,26.19,1993-10-22,
1993,10,22,-5.01,-155.0,-4.5,-1.6,73.8,28.1,1993-10-22,
1993,10,22,0.03,-140.0,-4.3,2.2,78.6,24.78,1993-10-22,
1993,10,22,-2.02,-124.9,-6.9,1.3,80.2,25.19,1993-10-22,
1993,10,23,-2.01,-140.0,-6.0,1.5,83.2,25.58,1993-10-23,
1993,10,23,-2.01,-110.0,-6.5,2.6,80.7,23.58,1993-10-23,
1993,10,23,-2.02,-124.9,-7.1,0.1,84.7,24.88,1993-10-23,
1993,10,23,-8.02,-109.94,-7.6,0.8,82.0,24.69,1993-10-23,
1993,10,23,-1.95,-179.9,,,,28.2,1993-10-23,
1993,10,23,-1.98,156.0,-4.0,0.1,88.7,27.73,1993-10-23,
1993,10,24,5.01,-110.0,-2.2,4.5,77.6,25.42,1993-10-24,
1993,10,24,-4.71,164.2,,,80.9,28.45,1993-10-24,
1993,10,24,0.03,-179.9,4.0,3.1,77.0,28.92,1993-10-24,
1993,10,24,2.0,137.2,,,,,1993-10-24,
1993,10,24,-8.01,-125.0,-7.3,-1.3,81.4,26.27,1993-10-24,
1993,10,24,-0.01,-110.0,-3.9,2.1,81.5,22.75,1993-10-24,
1993,10,24,1.96,-125.0,-5.9,3.4,80.9,24.61,1993-10-24,
1993,10,24,-8.02,-109.94,-7.2,0.7,79.3,24.77,1993-10-24,
1993,10,24,-4.98,-179.9,4.9,-2.2,84.2,27.73,1993-10-24,
1993,10,24,4.96,147.0,,,85.9,27.73,1993-10-24,
1993,10,24,-1.95,164.4,3.0,-0.5,75.3,29.52,1993-10-24,
1993,10,25,9.0,-140.2,-0.8,5.8,82.4,28.05,1993-10-25,
1993,10,25,-8.01,-125.0,-6.3,-0.1,75.4,26.19,1993-10-25,
1993,10,25,-1.98,156.0,-0.5,1.8,89.5,27.39,1993-10-25,
1993,10,25,0.0,156.0,,,,,1993-10-25,
1993,10,25,4.96,147.0,,,85.2,28.2,1993-10-25,
1993,10,25,-2.0,-95.0,-1.7,3.1,82.9,22.23,1993-10-25,
1993,10,25,-2.19,-170.0,,,73.4,28.02,1993-10-25,
1993,10,25,8.03,-110.1,4.6,4.9,85.5,26.62,1993-10-25,
1993,10,25,-4.98,-110.0,-6.2,2.9,74.6,24.75,1993-10-25,
1993,10,25,0.03,-140.0,-4.4,1.0,83.2,24.69,1993-10-25,
1993,10,25,-1.95,164.4,3.8,-2.9,79.3,28.34,1993-10-25,
1993,10,26,5.02,-140.0,-4.7,4.4,83.2,26.92,1993-10-26,
1993,10,26,4.98,-170.0,1.1,5.2,80.1,28.42,1993-10-26,
1993,10,26,1.96,-125.0,-5.6,4.4,76.1,25.11,1993-10-26,
1993,10,26,5.05,165.0,4.1,-3.9,85.9,28.16,1993-10-26,
1993,10,26,8.05,-110.1,1.9,5.5,94.1,25.44,1993-10-26,
1993,10,26,2.05,165.0,,,85.9,27.06,1993-10-26,
1993,10,26,0.0,156.0,,,,,1993-10-26,
1993,10,26,-8.0,-170.0,,,73.0,28.9,1993-10-26,
1993,10,26,-0.03,-124.4,-4.5,1.2,90.2,23.88,1993-10-26,
1993,10,26,-5.01,-170.0,,,72.7,28.98,1993-10-26,
1993,10,27,-2.0,-110.0,-6.5,2.0,80.2,23.86,1993-10-27,
1993,10,27,-4.97,-110.0,-6.1,3.0,78.0,24.62,1993-10-27,
1993,10,27,1.95,-125.0,-6.2,4.1,74.2,25.77,1993-10-27,
1993,10,27,-4.8,-125.3,-7.2,2.3,80.1,25.95,1993-10-27,
1993,10,27,0.03,-140.0,-3.1,0.0,81.5,24.66,1993-10-27,
1993,10,27,-4.97,-179.9,4.7,3.2,75.8,29.27,1993-10-27,
1993,10,27,7.99,-125.0,2.9,6.3,80.1,27.36,1993-10-27,
1993,10,27,0.0,143.0,5.6,1.3,83.3,28.11,1993-10-27,
1993,10,27,4.97,137.0,,,,,1993-10-27,
1993,10,28,0.03,-179.9,4.5,2.2,79.3,28.53,1993-10-28,
1993,10,28,0.01,-155.0,-3.3,0.1,84.0,26.73,1993-10-28,
1993,10,28,-5.02,-170.0,,,77.3,29.23,1993-10-28,
1993,10,28,-1.98,156.0,1.0,0.5,85.5,28.27,1993-10-28,
1993,10,28,2.06,165.0,,,82.8,27.56,1993-10-28,
1993,10,28,5.01,-140.0,-2.2,5.1,79.9,26.84,1993-10-28,
1993,10,28,9.0,-140.2,1.8,5.1,79.9,27.23,1993-10-28,
1993,10,28,-2.01,-140.0,-4.1,-0.1,83.6,25.78,1993-10-28,
1993,10,28,-4.98,-139.9,-4.4,-0.1,75.9,26.88,1993-10-28,
1993,10,28,-8.28,-155.0,-3.1,-2.6,78.7,28.2,1993-10-28,
1993,10,29,5.05,165.0,0.4,0.6,82.4,28.34,1993-10-29,
1993,10,29,-0.03,-170.0,-5.8,-1.1,76.9,28.11,1993-10-29,
1993,10,29,-8.03,-109.94,-7.8,1.0,82.0,24.8,1993-10-29,
1993,10,29,-1.95,164.4,4.8,0.0,82.7,27.61,1993-10-29,
1993,10,29,2.0,-179.9,,,82.4,28.62,1993-10-29,
1993,10,29,-2.01,-124.9,-8.2,-0.4,82.9,24.83,1993-10-29,
1993,10,29,-1.98,156.0,-1.1,0.2,84.8,28.45,1993-10-29,
1993,10,29,-4.98,-139.9,-5.2,-0.6,75.6,26.84,1993-10-29,
1993,10,30,1.95,-125.0,-8.7,1.7,69.8,25.69,1993-10-30,
1993,10,30,0.02,-155.0,,,,27.23,1993-10-30,
1993,10,30,-4.99,-139.9,-6.5,-2.5,77.7,26.77,1993-10-30,
1993,10,30,2.0,-179.9,,,82.4,28.4,1993-10-30,
1993,10,30,-4.71,164.1,,,80.5,28.69,1993-10-30,
1993,10,30,-4.7,-125.6,-9.3,-0.7,77.2,25.95,1993-10-30,
1993,10,30,0.0,156.0,,,,,1993-10-30,
1993,10,30,-0.04,-170.0,-3.9,0.3,75.0,27.98,1993-10-30,
1993,10,30,-0.01,157.5,2.9,0.9,82.8,28.48,1993-10-30,
1993,10,30,7.99,-125.0,-3.6,6.3,79.2,27.55,1993-10-30,
1993,10,30,-8.02,-109.94,-8.8,1.4,86.3,24.56,1993-10-30,
1993,10,31,8.04,165.1,-0.8,-3.2,81.8,28.05,1993-10-31,
1993,10,31,2.0,-140.0,-7.2,1.8,,26.3,1993-10-31,
1993,10,31,-4.97,-110.0,-6.1,1.3,77.9,24.3,1993-10-31,
1993,10,31,-1.96,-179.9,,,,28.9,1993-10-31,
1993,10,31,5.0,156.0,0.6,-0.8,83.6,28.05,1993-10-31,
1993,10,31,-8.03,-109.94,-7.7,2.0,83.6,24.36,1993-10-31,
1993,10,31,-5.01,-155.0,-2.4,-4.1,74.6,27.9,1993-10-31,
1993,10,31,7.95,-155.0,-1.4,0.6,85.6,27.84,1993-10-31,
1993,11,1,-2.02,-110.0,-4.8,2.5,81.1,23.78,1993-11-01,
1993,11,1,2.01,137.2,,,,,1993-11-01,
1993,11,1,-2.01,-124.9,-3.4,-1.1,84.3,24.88,1993-11-01,
1993,11,1,-4.98,-139.9,-7.8,0.1,80.0,27.16,1993-11-01,
1993,11,1,-4.51,-125.8,-4.9,-0.8,80.2,25.56,1993-11-01,
1993,11,1,8.0,-170.0,-3.2,-0.8,81.3,28.38,1993-11-01,
1993,11,2,4.97,137.0,,,,,1993-11-02,
1993,11,2,-1.96,-179.9,,,,28.8,1993-11-02,
1993,11,2,-2.18,-170.0,,,74.2,28.2,1993-11-02,
1993,11,2,7.99,-125.0,4.8,2.7,86.1,26.84,1993-11-02,
1993,11,2,-2.0,-140.0,-7.6,0.6,81.4,26.1,1993-11-02,
1993,11,2,0.0,156.0,,,,,1993-11-02,
1993,11,2,5.01,-140.0,-6.0,3.4,75.7,27.16,1993-11-02,
1993,11,2,8.04,165.1,-3.1,-3.5,83.9,27.62,1993-11-02,
1993,11,2,-4.7,164.1,,,81.3,28.27,1993-11-02,
1993,11,2,-0.01,143.0,0.8,-1.2,76.1,28.73,1993-11-02,
1993,11,2,-0.01,157.5,2.8,1.8,86.7,27.67,1993-11-02,
1993,11,2,5.01,-110.0,3.9,8.0,88.0,25.84,1993-11-02,
1993,11,2,8.98,-140.2,-3.6,4.7,77.2,28.2,1993-11-02,
1993,11,3,-2.01,-95.0,-3.6,4.3,90.4,22.19,1993-11-03,
1993,11,3,2.01,-155.1,-4.4,2.0,78.5,26.92,1993-11-03,
1993,11,3,8.04,-110.1,-0.1,2.2,93.8,25.23,1993-11-03,
1993,11,3,0.03,-124.4,-4.8,0.7,83.5,24.12,1993-11-03,
1993,11,3,8.99,-140.2,-0.3,2.7,80.0,27.42,1993-11-03,
1993,11,4,8.04,-110.1,-1.9,3.5,91.0,25.8,1993-11-04,
1993,11,4,0.0,156.0,,,,,1993-11-04,
1993,11,4,2.04,-110.1,,,81.3,24.31,1993-11-04,
1993,11,4,-4.97,-180.0,-4.1,-4.0,74.7,29.5,1993-11-04,
1993,11,4,2.05,165.0,,,80.1,28.9,1993-11-04,
1993,11,4,5.05,-125.0,-3.7,7.1,86.2,26.36,1993-11-04,
1993,11,4,-0.01,143.0,-1.7,1.1,78.2,28.94,1993-11-04,
1993,11,5,-4.97,-179.9,-3.4,-1.4,73.1,29.44,1993-11-05,
1993,11,5,-1.96,164.4,-4.7,-1.9,74.0,29.34,1993-11-05,
1993,11,5,-5.02,-170.0,,,75.8,29.03,1993-11-05,
1993,11,5,-1.97,-155.0,-2.2,-2.7,70.1,,1993-11-05,
1993,11,5,5.01,-154.9,-3.6,2.2,,28.05,1993-11-05,
1993,11,5,-0.05,-170.0,-5.5,0.6,74.4,27.98,1993-11-05,
1993,11,5,4.98,-170.0,-4.5,0.0,,28.97,1993-11-05,
1993,11,5,-0.01,-110.0,-5.7,3.1,83.5,23.12,1993-11-05,
1993,11,6,-7.98,165.0,-2.8,3.0,84.5,28.39,1993-11-06,
1993,11,6,-1.98,156.0,-5.6,1.0,83.2,29.02,1993-11-06,
1993,11,6,0.0,-155.0,-6.2,-0.7,74.1,26.9,1993-11-06,
1993,11,6,-4.97,-110.0,-6.3,2.5,81.4,24.34,1993-11-06,
1993,11,6,5.06,-125.0,-5.6,2.9,75.8,26.8,1993-11-06,
1993,11,7,4.96,147.0,,,88.7,27.16,1993-11-07,
1993,11,7,-5.01,-170.0,,,75.4,28.95,1993-11-07,
1993,11,7,-7.98,165.0,-5.8,2.1,95.9,28.47,1993-11-07,
1993,11,7,-4.99,-155.0,-7.5,-3.7,71.4,28.34,1993-11-07,
1993,11,7,-2.18,-170.0,,,72.7,28.31,1993-11-07,
1993,11,7,5.0,156.0,-2.7,0.3,84.0,28.1,1993-11-07,
1993,11,7,-2.01,-124.9,-7.4,0.8,81.3,25.38,1993-11-07,
1993,11,7,-1.99,-155.0,-7.7,-2.6,73.9,,1993-11-07,
1993,11,8,-4.98,-179.9,1.1,-2.4,86.6,27.16,1993-11-08,
1993,11,8,2.03,-110.1,,,81.2,24.16,1993-11-08,
1993,11,8,1.96,-125.0,-6.7,3.3,,,1993-11-08,
1993,11,8,7.99,-125.0,1.2,-1.5,89.0,26.58,1993-11-08,
1993,11,8,-2.01,-110.0,-5.3,0.8,87.6,22.98,1993-11-08,
1993,11,8,2.06,165.0,,,75.8,28.62,1993-11-08,
1993,11,8,2.0,-179.9,,,79.4,28.2,1993-11-08,
1993,11,8,2.01,-155.0,-7.2,-0.5,72.1,27.06,1993-11-08,
1993,11,8,-2.18,-170.0,,,75.8,28.48,1993-11-08,
1993,11,8,9.0,-140.2,-0.8,-2.9,88.0,26.23,1993-11-08,
1993,11,8,4.98,-170.0,-3.8,1.7,,28.78,1993-11-08,
1993,11,8,-0.02,-94.94,-4.0,5.5,,22.64,1993-11-08,
1993,11,8,4.98,137.0,,,,,1993-11-08,
1993,11,8,-7.98,165.0,-3.6,0.7,98.0,28.31,1993-11-08,
1993,11,9,2.06,165.0,,,78.5,28.86,1993-11-09,
1993,11,9,-4.69,164.1,,,80.1,29.05,1993-11-09,
1993,11,9,-1.97,-179.9,,,,28.36,1993-11-09,
1993,11,9,0.0,-155.0,-6.8,-1.4,72.8,26.6,1993-11-09,
1993,11,9,2.05,-110.1,,,85.0,23.92,1993-11-09,
1993,11,9,-2.0,-140.0,-6.4,2.2,80.9,26.4,1993-11-09,
1993,11,9,-2.18,-170.0,,,75.8,28.31,1993-11-09,
1993,11,9,0.03,-179.9,-4.4,1.3,71.5,28.61,1993-11-09,
1993,11,9,-1.99,-95.0,-3.7,5.0,88.0,22.6,1993-11-09,
1993,11,9,0.03,-124.4,-6.7,1.0,84.1,24.47,1993-11-09,
1993,11,9,-1.95,164.4,0.8,-2.2,79.8,28.81,1993-11-09,
1993,11,9,7.99,-125.0,-4.0,6.5,87.0,27.16,1993-11-09,
1993,11,9,-7.98,165.0,-1.1,0.2,95.3,27.9,1993-11-09,
1993,11,10,0.0,156.0,,,,,1993-11-10,
1993,11,10,-2.01,-110.0,-4.8,3.5,88.2,23.27,1993-11-10,
1993,11,10,5.02,-140.0,-2.9,5.7,86.7,26.25,1993-11-10,
1993,11,10,-2.01,-124.9,-6.7,1.0,81.7,25.34,1993-11-10,
1993,11,10,-4.7,164.1,,,79.3,29.05,1993-11-10,
1993,11,10,-0.04,-170.0,-6.3,1.4,78.4,28.16,1993-11-10,
1993,11,10,-2.01,-140.0,-6.6,2.3,81.9,26.61,1993-11-10,
1993,11,10,2.0,-140.0,-5.3,4.0,,25.98,1993-11-10,
1993,11,11,-0.01,-94.94,-2.2,4.3,,21.81,1993-11-11,
1993,11,11,2.06,165.0,,,78.1,29.05,1993-11-11,
1993,11,11,7.95,-155.0,-0.1,1.9,80.1,28.5,1993-11-11,
1993,11,11,-2.01,-124.94,-7.8,1.0,81.6,25.42,1993-11-11,
1993,11,11,-7.98,165.0,-4.0,2.3,92.8,28.88,1993-11-11,
1993,11,11,0.01,-124.4,-6.4,1.0,84.8,24.67,1993-11-11,
1993,11,11,7.98,-170.0,-2.2,2.5,81.2,26.52,1993-11-11,
1993,11,11,1.99,-179.9,,,78.4,28.12,1993-11-11,
1993,11,11,0.0,156.0,,,,,1993-11-11,
1993,11,11,2.03,-110.1,,,85.9,23.84,1993-11-11,
1993,11,11,5.0,-155.0,-4.2,2.0,,27.84,1993-11-11,
1993,11,11,-4.97,-110.0,-7.0,1.9,76.7,24.62,1993-11-11,
1993,11,11,-1.95,164.4,1.2,0.5,81.2,28.55,1993-11-11,
1993,11,11,-2.0,-95.0,-3.1,4.7,87.7,22.31,1993-11-11,
1993,11,12,7.99,-125.0,-4.3,0.5,92.7,26.16,1993-11-12,
1993,11,12,-8.01,-170.0,,,81.6,28.52,1993-11-12,
1993,11,12,1.99,-179.9,,,77.8,28.2,1993-11-12,
1993,11,12,-1.97,-155.0,-5.2,-2.2,77.0,,1993-11-12,
1993,11,12,-4.99,-155.0,-4.3,-2.8,71.2,28.31,1993-11-12,
1993,11,12,0.0,-155.0,-6.1,-1.5,81.2,26.75,1993-11-12,
1993,11,12,-4.98,-179.9,-1.3,-2.8,81.7,28.55,1993-11-12,
1993,11,12,-1.95,-179.9,,,,28.83,1993-11-12,
1993,11,12,2.05,165.0,,,76.6,28.9,1993-11-12,
1993,11,13,5.0,-155.0,-6.0,3.3,,28.2,1993-11-13,
1993,11,13,5.01,-140.0,-2.9,4.9,86.8,26.69,1993-11-13,
1993,11,13,1.96,-125.0,-5.9,3.6,,,1993-11-13,
1993,11,13,-4.98,-155.0,-4.7,-3.3,71.9,28.16,1993-11-13,
1993,11,13,0.02,-179.9,-5.6,-1.4,72.9,28.88,1993-11-13,
1993,11,13,9.01,-140.2,-5.5,-1.0,87.1,27.55,1993-11-13,
1993,11,13,0.01,143.0,2.2,-1.5,80.2,28.94,1993-11-13,
1993,11,13,0.0,165.0,0.9,-0.8,79.9,28.34,1993-11-13,
1993,11,14,-4.97,-110.0,-6.6,0.5,77.3,24.5,1993-11-14,
1993,11,14,7.99,-170.0,-5.9,-4.1,80.1,27.77,1993-11-14,
1993,11,14,-4.99,-155.0,-4.6,-1.0,71.8,28.11,1993-11-14,
1993,11,14,5.02,-140.0,-4.6,4.6,84.9,27.31,1993-11-14,
1993,11,14,-2.0,-140.0,-7.0,0.4,81.2,26.33,1993-11-14,
1993,11,14,-4.97,-179.9,-2.3,-3.2,69.4,29.12,1993-11-14,
1993,11,14,5.06,-125.0,-4.5,3.5,79.3,26.44,1993-11-14,
1993,11,14,2.0,137.2,,,,,1993-11-14,
1993,11,14,-2.0,-95.0,-3.8,5.2,79.8,22.75,1993-11-14,
1993,11,14,-8.28,-155.0,-2.0,-1.9,84.5,27.69,1993-11-14,
1993,11,14,4.97,147.0,,,84.4,27.55,1993-11-14,
1993,11,14,-0.01,-94.94,-3.2,3.6,,21.84,1993-11-14,
1993,11,15,0.02,-124.3,-6.4,0.6,84.6,23.95,1993-11-15,
1993,11,15,1.96,-125.0,-7.4,3.1,,,1993-11-15,
1993,11,15,-4.98,-155.0,-4.7,-2.9,75.5,28.16,1993-11-15,
1993,11,15,0.03,-140.0,-6.3,-0.4,78.2,25.23,1993-11-15,
1993,11,15,0.0,-110.0,-5.2,2.4,84.2,22.31,1993-11-15,
1993,11,15,-2.0,-95.0,-3.2,4.5,81.6,22.83,1993-11-15,
1993,11,15,5.05,165.0,-0.6,2.2,86.3,27.66,1993-11-15,
1993,11,15,-4.98,-139.9,-5.7,-2.0,80.4,26.44,1993-11-15,
1993,11,15,-4.72,164.1,,,85.9,27.83,1993-11-15,
1993,11,15,-2.18,-170.0,-3.3,0.6,73.9,28.6,1993-11-15,
1993,11,15,2.0,-179.9,,,78.6,28.36,1993-11-15,
1993,11,16,1.96,-125.0,-6.1,3.2,,,1993-11-16,
1993,11,16,2.03,-110.1,,,83.7,23.48,1993-11-16,
1993,11,16,2.0,-179.9,,,81.1,28.62,1993-11-16,
1993,11,16,0.0,-110.0,-4.4,2.3,85.5,22.19,1993-11-16,
1993,11,16,-0.01,165.0,-2.2,-0.1,78.3,28.56,1993-11-16,
1993,11,16,0.0,156.0,,,,,1993-11-16,
1993,11,16,0.03,-140.0,-4.1,-1.8,78.2,25.16,1993-11-16,
1993,11,16,5.01,-140.0,-3.3,2.7,78.0,27.23,1993-11-16,
1993,11,16,-0.01,143.0,4.4,1.2,83.7,28.06,1993-11-16,
1993,11,16,5.05,165.0,-1.8,3.6,83.6,28.47,1993-11-16,
1993,11,16,7.99,-125.0,0.5,7.2,88.8,26.5,1993-11-16,
1993,11,17,8.05,165.1,-4.9,0.7,81.4,28.33,1993-11-17,
1993,11,17,-0.04,-170.0,-3.3,1.8,77.4,27.69,1993-11-17,
1993,11,17,8.98,-140.2,-2.3,1.2,84.5,26.8,1993-11-17,
1993,11,17,-4.97,-179.9,-3.8,0.6,73.2,29.31,1993-11-17,
1993,11,17,5.01,-140.0,-4.7,3.8,78.3,27.06,1993-11-17,
1993,11,17,2.01,-155.1,-5.0,1.1,75.7,26.56,1993-11-17,
1993,11,17,5.03,165.0,-1.8,2.7,87.1,27.81,1993-11-17,
1993,11,18,2.05,165.0,,,75.8,29.25,1993-11-18,
1993,11,18,-2.0,-95.0,-3.2,3.1,88.7,22.52,1993-11-18,
1993,11,18,5.01,-155.0,-3.8,2.1,,27.81,1993-11-18,
1993,11,18,-0.01,157.5,-0.3,-2.2,82.8,28.62,1993-11-18,
1993,11,18,-4.99,-170.0,0.7,-0.4,66.5,28.88,1993-11-18,
1993,11,18,8.05,-110.1,0.7,4.5,95.3,25.44,1993-11-18,
1993,11,18,5.05,165.0,-3.2,-0.8,82.0,28.75,1993-11-18,
1993,11,18,1.99,137.4,,,,,1993-11-18,
1993,11,18,-1.95,-179.9,,,,28.6,1993-11-18,
1993,11,18,-4.97,-110.0,-6.1,2.1,77.3,24.42,1993-11-18,
1993,11,18,-8.28,-155.0,-1.5,-3.0,84.9,27.94,1993-11-18,
1993,11,19,-4.99,-170.0,1.1,-2.3,81.8,27.31,1993-11-19,
1993,11,19,0.03,-140.0,-7.7,-0.9,79.2,25.12,1993-11-19,
1993,11,19,7.98,-125.0,2.1,0.6,93.4,25.98,1993-11-19,
1993,11,19,4.96,147.0,,,90.2,26.6,1993-11-19,
1993,11,19,0.01,-124.3,-5.5,1.0,86.8,24.12,1993-11-19,
1993,11,19,0.0,143.0,2.8,-0.5,85.7,27.48,1993-11-19,
1993,11,19,-0.01,157.5,-1.8,-2.6,82.8,28.62,1993-11-19,
1993,11,19,-0.04,-170.0,-2.0,-2.8,79.8,27.83,1993-11-19,
1993,11,19,5.01,-155.0,-5.0,4.3,,27.2,1993-11-19,
1993,11,19,-2.02,-124.9,-6.7,1.1,87.4,25.06,1993-11-19,
1993,11,19,0.0,156.0,,,,,1993-11-19,
1993,11,20,-7.98,165.0,-3.3,0.4,76.7,29.03,1993-11-20,
1993,11,20,5.01,-110.0,-0.3,5.7,89.2,25.38,1993-11-20,
1993,11,20,-2.01,-110.0,-6.3,2.2,85.4,23.38,1993-11-20,
1993,11,20,2.01,-155.1,-5.2,2.0,77.3,26.34,1993-11-20,
1993,11,20,1.94,-125.06,-6.5,4.2,,,1993-11-20,
1993,11,20,-5.0,-170.0,1.6,-1.5,77.2,28.02,1993-11-20,
1993,11,20,5.06,-125.0,-4.7,6.6,85.2,26.31,1993-11-20,
1993,11,21,-8.02,-109.94,-7.9,1.7,84.0,24.69,1993-11-21,
1993,11,21,2.02,-155.1,-5.1,1.6,79.7,26.19,1993-11-21,
1993,11,21,-2.01,-124.9,-5.5,1.0,87.3,25.03,1993-11-21,
1993,11,21,-4.98,-179.9,0.5,-4.2,78.0,28.94,1993-11-21,
1993,11,21,-0.01,-110.0,-5.0,2.2,87.5,22.1,1993-11-21,
1993,11,21,0.0,156.0,,,,,1993-11-21,
1993,11,21,-8.28,-155.0,-0.4,-2.5,80.8,27.73,1993-11-21,
1993,11,21,2.0,-140.0,-0.9,3.1,,25.75,1993-11-21,
1993,11,21,5.01,-110.0,-2.1,5.3,89.0,25.58,1993-11-21,
1993,11,21,-7.98,165.0,-2.9,3.0,80.8,29.11,1993-11-21,
1993,11,21,-2.18,-170.0,-2.6,-0.7,73.6,28.05,1993-11-21,
1993,11,21,5.0,156.0,0.2,-0.7,77.3,28.94,1993-11-21,
1993,11,22,-5.01,-170.0,0.3,-1.6,80.7,27.7,1993-11-22,
1993,11,22,0.0,165.0,3.5,1.3,73.1,29.16,1993-11-22,
1993,11,22,9.0,-140.2,-1.5,-4.4,84.7,27.55,1993-11-22,
1993,11,22,-4.98,-110.0,-6.5,2.2,82.7,24.38,1993-11-22,
1993,11,22,0.01,-155.0,-5.2,-1.5,79.4,26.31,1993-11-22,
1993,11,22,-8.01,-170.0,1.0,-1.0,74.2,28.77,1993-11-22,
1993,11,22,5.0,-154.9,-1.8,2.0,,27.05,1993-11-22,
1993,11,22,2.0,-140.0,-2.8,4.3,,25.86,1993-11-22,
1993,11,22,7.99,-125.0,-0.8,6.9,90.3,26.66,1993-11-22,
1993,11,22,-1.98,-155.0,-4.9,-2.4,71.2,,1993-11-22,
1993,11,22,0.0,156.0,,,,,1993-11-22,
1993,11,22,1.99,137.4,,,,,1993-11-22,
1993,11,22,-2.02,-124.9,-7.2,0.6,88.1,25.14,1993-11-22,
1993,11,22,5.04,165.0,3.6,0.5,84.0,28.08,1993-11-22,
1993,11,23,7.98,-125.0,0.0,3.5,91.1,26.03,1993-11-23,
1993,11,23,5.05,165.0,4.5,1.0,81.3,29.06,1993-11-23,
1993,11,23,-0.02,-94.94,-4.8,1.9,,22.3,1993-11-23,
1993,11,23,-0.04,-170.0,-4.0,-1.3,78.6,27.83,1993-11-23,
1993,11,23,1.99,-179.9,,,85.8,27.42,1993-11-23,
1993,11,23,4.96,147.0,,,82.4,28.75,1993-11-23,
1993,11,23,4.99,-170.0,-1.4,1.7,82.4,27.4,1993-11-23,
1993,11,23,2.03,-110.1,,,77.8,24.78,1993-11-23,
1993,11,24,0.0,156.0,,,,,1993-11-24,
1993,11,24,0.0,143.0,-3.2,-2.2,82.2,28.78,1993-11-24,
1993,11,24,4.96,147.0,,,82.8,28.75,1993-11-24,
1993,11,24,5.07,-125.0,-5.2,4.0,85.4,26.25,1993-11-24,
1993,11,24,-4.98,-179.9,-0.2,0.5,79.1,28.81,1993-11-24,
1993,11,24,0.04,-140.0,-6.8,0.6,80.7,25.39,1993-11-24,
1993,11,24,9.01,-140.2,-1.9,4.9,81.5,27.98,1993-11-24,
1993,11,24,-7.98,165.0,-3.4,-0.2,84.6,28.23,1993-11-24,
1993,11,24,-1.99,-95.0,-2.7,3.5,86.4,22.31,1993-11-24,
1993,11,24,5.01,-110.0,-2.3,5.4,88.7,26.2,1993-11-24,
1993,11,24,2.04,-110.1,,,80.2,24.62,1993-11-24,
1993,11,24,-4.99,-155.0,-3.7,-2.7,66.8,27.72,1993-11-24,
1993,11,24,7.95,-155.0,-5.2,-4.8,82.8,28.11,1993-11-24,
1993,11,24,-2.01,-110.0,-5.2,1.7,85.7,23.19,1993-11-24,
1993,11,24,1.99,137.4,,,,,1993-11-24,
1993,11,24,0.02,-124.4,-6.3,-0.7,88.0,23.92,1993-11-24,
1993,11,24,-8.01,-125.0,-7.1,-1.9,78.1,26.23,1993-11-24,
