Unnamed: 0,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,date
23888,1991,1,9,8.97,-140.2,-2.5,-4.1,,26.02,1991-01-09
2633,1991,1,10,5.0,147.0,,,,27.69,1991-01-10
6215,1991,1,10,5.0,-110.0,-1.9,5.9,,24.66,1991-01-10
18348,1991,1,11,4.91,165.0,-3.1,-4.0,,25.95,1991-01-11
4303,1991,1,12,-5.01,-140.0,-8.8,-1.9,80.9,26.9,1991-01-12
8996,1991,1,12,8.97,-140.2,-3.1,-4.8,,25.48,1991-01-12
20346,1991,1,12,8.07,165.0,,,87.1,27.9,1991-01-12
1205,1991,1,13,0.02,165.0,,,,,1991-01-13
4411,1991,1,13,5.05,-140.0,-6.9,0.5,77.0,27.56,1991-01-13
23801,1991,1,13,8.97,-140.2,-4.1,-6.0,,26.02,1991-01-13
10853,1991,1,13,5.0,-110.0,-0.5,5.0,,25.17,1991-01-13
17257,1991,1,14,-0.01,-109.94,-2.7,5.2,,24.0,1991-01-14
25465,1991,1,14,-5.01,-140.0,-7.2,-2.4,77.5,26.66,1991-01-14
25276,1991,1,15,-5.04,-110.0,-6.7,2.2,,24.16,1991-01-15
8197,1991,1,15,5.0,-110.0,-2.3,5.0,,24.6,1991-01-15
5890,1991,1,16,-2.03,-109.94,-5.7,2.8,,23.89,1991-01-16
232,1991,1,16,-5.04,-110.0,-6.0,1.1,,24.06,1991-01-16
15704,1991,1,16,5.01,147.0,,,,27.52,1991-01-16
3796,1991,1,16,-5.01,-140.0,-6.6,-2.5,78.5,26.62,1991-01-16
18388,1991,1,16,2.02,-110.1,-3.3,5.8,,24.66,1991-01-16
25084,1991,1,17,0.0,-140.2,-5.7,1.4,81.7,26.34,1991-01-17
19413,1991,1,17,0.02,165.0,,,,,1991-01-17
5854,1991,1,17,-5.04,165.0,1.3,-0.2,,27.12,1991-01-17
14402,1991,1,17,6.98,-140.0,,,,26.64,1991-01-17
8324,1991,1,17,-5.01,-140.0,-5.2,-4.0,80.1,26.62,1991-01-17
19482,1991,1,17,8.96,-140.2,-4.3,-4.9,,25.77,1991-01-17
4214,1991,1,18,-2.03,-109.94,-3.5,3.8,,24.02,1991-01-18
16479,1991,1,18,-5.04,165.0,0.3,-2.4,,27.55,1991-01-18
15160,1991,1,18,8.97,-140.2,-1.0,-5.3,,26.11,1991-01-18
22855,1991,1,19,-5.03,165.0,-0.6,-1.0,,28.05,1991-01-19
21848,1991,1,19,2.01,-110.1,,,,25.02,1991-01-19
1768,1991,1,19,-2.02,-109.94,-4.5,3.5,,24.02,1991-01-19
7859,1991,1,20,2.0,-110.1,-4.5,5.2,,25.28,1991-01-20
3631,1991,1,20,-5.05,-110.0,-6.6,1.6,,24.23,1991-01-20
8517,1991,1,20,8.96,-140.2,-3.4,-2.2,,25.6,1991-01-20
11018,1991,1,21,8.96,-140.2,-3.5,1.0,,25.62,1991-01-21
18360,1991,1,22,-5.01,-140.0,-7.0,-3.9,78.5,26.62,1991-01-22
6195,1991,1,22,8.07,165.0,,,83.2,27.83,1991-01-22
25203,1991,1,22,-5.03,165.0,2.5,-0.2,,26.84,1991-01-22
7304,1991,1,23,7.0,-140.0,,,,27.38,1991-01-23
25615,1991,1,23,-5.03,-109.94,-7.3,0.6,,24.27,1991-01-23
5350,1991,1,23,8.97,-140.2,-2.0,-4.3,,25.94,1991-01-23
11113,1991,1,23,8.07,165.0,,,82.8,28.0,1991-01-23
18236,1991,1,24,2.02,-140.0,-7.1,2.8,,25.98,1991-01-24
7921,1991,1,24,7.0,-140.0,,,,26.22,1991-01-24
11217,1991,1,25,2.01,-110.1,-3.9,4.4,,25.4,1991-01-25
20135,1991,1,25,0.0,-140.2,-8.0,1.1,82.0,26.48,1991-01-25
11188,1991,1,26,-5.04,-109.94,-6.2,4.3,,24.52,1991-01-26
13347,1991,1,26,6.99,-140.0,,,,26.16,1991-01-26
12850,1991,1,27,5.05,-140.0,-6.8,2.3,79.3,27.31,1991-01-27
20299,1991,1,27,0.0,-140.2,-8.6,-0.2,82.0,26.5,1991-01-27
10097,1991,1,27,2.02,-140.0,-8.3,1.5,,25.8,1991-01-27
37,1991,1,27,-5.04,-109.94,-7.2,3.6,,24.55,1991-01-27
12022,1991,1,27,-5.01,-140.0,-8.0,-2.0,79.7,26.78,1991-01-27
20604,1991,1,28,8.96,-140.2,-4.4,-8.4,,26.8,1991-01-28
15985,1991,1,28,0.02,165.0,,,,,1991-01-28
3611,1991,1,28,2.01,-140.0,,,,25.69,1991-01-28
25079,1991,1,29,8.07,165.0,,,86.3,27.06,1991-01-29
1596,1991,1,30,-5.03,165.0,1.4,-1.1,,27.3,1991-01-30
16849,1991,1,30,4.99,-110.0,-3.1,2.0,,26.16,1991-01-30
25295,1991,1,30,6.99,-140.0,,,,26.25,1991-01-30
24315,1991,1,30,-5.01,-140.0,-7.9,0.0,83.6,26.86,1991-01-30
8641,1991,1,31,-2.01,-109.94,-4.5,4.7,,24.9,1991-01-31
21754,1991,1,31,-0.01,-140.2,-8.2,0.3,83.5,26.45,1991-01-31
19750,1991,2,1,-2.01,-109.94,-2.8,1.8,,24.6,1991-02-01
26078,1991,2,1,5.0,-110.0,-2.7,2.2,,24.95,1991-02-01
1415,1991,2,1,6.99,-140.0,,,,26.4,1991-02-01
9675,1991,2,1,0.02,165.0,,,,,1991-02-01
10763,1991,2,2,-5.03,165.0,-4.7,-1.3,,27.66,1991-02-02
25263,1991,2,3,5.04,-140.0,-5.6,-0.2,87.1,26.88,1991-02-03
1153,1991,2,3,5.0,165.0,-3.3,-0.8,,26.81,1991-02-03
14353,1991,2,3,4.99,-110.0,-6.6,-0.8,,27.06,1991-02-03
6208,1991,2,3,0.02,165.0,,,,,1991-02-03
13850,1991,2,3,-2.02,-109.94,-5.0,4.6,,25.14,1991-02-03
18622,1991,2,3,-5.03,-109.94,-6.4,3.5,,24.78,1991-02-03
10786,1991,2,4,6.98,-140.0,,,,26.31,1991-02-04
20523,1991,2,4,-5.05,-109.94,-4.9,3.0,,24.67,1991-02-04
14117,1991,2,4,8.96,-140.2,-2.9,-9.4,,26.77,1991-02-04
12036,1991,2,4,-5.01,-140.0,-7.6,0.4,78.1,26.94,1991-02-04
13275,1991,2,5,-5.01,165.0,-3.8,0.6,,27.77,1991-02-05
21160,1991,2,5,-2.02,-109.94,-4.9,3.9,,24.95,1991-02-05
23398,1991,2,6,5.01,165.0,-3.8,-1.3,,27.25,1991-02-06
20657,1991,2,6,8.06,165.0,,,86.7,28.2,1991-02-06
14628,1991,2,6,-5.04,165.0,-1.9,1.2,,27.8,1991-02-06
10847,1991,2,6,5.01,147.0,,,,27.73,1991-02-06
19522,1991,2,7,8.96,-140.2,-3.4,-8.1,,26.19,1991-02-07
5673,1991,2,7,-5.03,165.0,0.7,-0.1,,28.02,1991-02-07
24372,1991,2,8,5.01,147.0,,,,27.16,1991-02-08
614,1991,2,8,4.99,165.0,-6.7,-1.6,,27.16,1991-02-08
5439,1991,2,8,-5.05,-110.0,-6.9,3.8,,25.0,1991-02-08
24126,1991,2,9,5.01,147.0,,,,26.66,1991-02-09
7193,1991,2,9,8.99,-140.2,-2.2,-8.7,,26.11,1991-02-09
9277,1991,2,9,-5.03,165.0,4.0,-0.4,,28.12,1991-02-09
24175,1991,2,10,5.01,-110.0,-0.1,-0.8,,25.66,1991-02-10
22016,1991,2,11,-5.03,165.0,6.2,-0.4,,27.4,1991-02-11
17612,1991,2,11,-2.03,-110.0,-5.4,2.1,,25.06,1991-02-11
15536,1991,2,11,2.01,-110.1,-4.4,-0.4,,26.16,1991-02-11
2041,1991,2,11,-0.01,-110.0,-3.7,1.2,,24.95,1991-02-11
7676,1991,2,12,-0.01,-110.0,-6.6,2.4,,25.6,1991-02-12
2449,1991,2,12,8.06,165.0,,,82.8,27.55,1991-02-12
5887,1991,2,13,-5.03,165.0,3.1,1.0,,26.95,1991-02-13
18459,1991,2,14,5.0,147.0,,,,27.53,1991-02-14
17774,1991,2,14,8.96,-140.2,-1.2,-7.3,,25.11,1991-02-14
19559,1991,2,16,2.02,-140.0,-8.0,1.1,,26.22,1991-02-16
7475,1991,2,16,2.02,-110.1,-6.2,2.8,,26.06,1991-02-16
15796,1991,2,16,5.01,147.0,,,,26.19,1991-02-16
7278,1991,2,17,8.96,-140.2,-3.7,-7.7,,25.48,1991-02-17
14150,1991,2,17,6.98,-140.0,,,,26.27,1991-02-17
13617,1991,2,18,5.04,-140.0,-7.2,1.1,82.4,27.48,1991-02-18
16648,1991,2,18,2.01,-110.1,-4.8,-1.4,,24.66,1991-02-18
8122,1991,2,19,2.0,-110.1,-5.4,0.8,,25.73,1991-02-19
12867,1991,2,19,5.01,147.0,,,,26.48,1991-02-19
5756,1991,2,19,-5.01,-140.0,-7.5,-1.9,80.9,27.02,1991-02-19
2122,1991,2,19,-2.02,-109.94,-6.2,4.6,,25.69,1991-02-19
24729,1991,2,19,-0.01,-110.0,-3.2,2.0,,24.47,1991-02-19
4243,1991,2,20,6.97,-140.0,,,,25.05,1991-02-20
16742,1991,2,20,0.0,-110.0,-4.8,1.4,,24.9,1991-02-20
7350,1991,2,20,2.02,-140.0,-6.0,3.7,,25.66,1991-02-20
19298,1991,2,20,-2.03,-110.0,-5.8,3.4,,25.48,1991-02-20
3607,1991,2,21,-2.03,-109.94,-5.2,1.9,,24.6,1991-02-21
25219,1991,2,21,8.06,165.0,,,81.6,27.8,1991-02-21
19848,1991,2,21,6.98,-140.0,,,,26.62,1991-02-21
11152,1991,2,21,2.02,-140.0,-7.2,0.1,,25.52,1991-02-21
25122,1991,2,22,2.01,-110.1,-4.0,1.8,,26.62,1991-02-22
9504,1991,2,22,8.07,165.0,,,83.2,27.75,1991-02-22
14476,1991,2,22,2.03,-140.0,-9.1,2.1,,25.88,1991-02-22
17725,1991,2,22,8.99,-140.2,-4.0,-7.2,,25.42,1991-02-22
19713,1991,2,22,5.01,147.0,,,,27.16,1991-02-22
14394,1991,2,22,6.98,-140.0,,,,26.47,1991-02-22
25745,1991,2,23,2.01,-140.0,-7.4,2.2,,25.77,1991-02-23
19447,1991,2,23,-0.02,-169.5,-5.8,1.1,,27.58,1991-02-23
16077,1991,2,24,0.02,165.0,,,,,1991-02-24
2319,1991,2,24,-2.02,-109.94,-6.6,1.2,,25.73,1991-02-24
13992,1991,2,24,-0.02,-169.5,,,,27.67,1991-02-24
8978,1991,2,24,-0.01,-110.0,-6.3,1.4,,25.66,1991-02-24
10183,1991,2,24,-5.04,-110.0,-6.7,4.2,,25.81,1991-02-24
19838,1991,2,25,-5.03,165.0,8.0,0.9,,26.31,1991-02-25
19789,1991,2,25,5.05,-140.0,-6.3,2.9,86.7,26.69,1991-02-25
25019,1991,2,25,2.02,-140.0,-8.1,1.5,,25.73,1991-02-25
1231,1991,2,25,8.96,-140.2,-2.0,-4.3,,25.39,1991-02-25
8118,1991,2,25,0.02,165.0,,,,,1991-02-25
5286,1991,2,26,-5.03,165.0,7.8,2.2,,27.44,1991-02-26
3986,1991,2,26,5.01,147.0,,,,27.81,1991-02-26
7686,1991,2,26,8.06,165.0,,,84.4,27.8,1991-02-26
15155,1991,2,26,6.98,-140.0,,,,26.58,1991-02-26
7231,1991,2,26,0.02,165.0,,,,,1991-02-26
18770,1991,2,27,6.99,-140.0,,,,26.34,1991-02-27
18029,1991,2,27,8.07,165.0,,,79.3,28.16,1991-02-27
19603,1991,2,28,0.0,-110.0,-4.5,3.9,,25.77,1991-02-28
94,1991,2,28,5.04,-140.0,-5.4,0.6,84.8,27.56,1991-02-28
9775,1991,2,28,4.99,165.0,-4.4,-3.2,,26.81,1991-02-28
21929,1991,2,28,2.01,-110.1,-4.5,3.9,,26.2,1991-02-28
18003,1991,3,1,-2.02,-109.94,-4.5,2.6,,26.12,1991-03-01
25803,1991,3,1,-5.04,-110.0,-4.7,3.7,,25.72,1991-03-01
13455,1991,3,2,2.02,-140.0,-7.1,1.5,,25.88,1991-03-02
18857,1991,3,2,0.02,165.0,,,,,1991-03-02
10126,1991,3,2,-2.03,-109.94,-5.0,3.3,,26.12,1991-03-02
8486,1991,3,2,-5.03,165.0,4.9,4.5,,27.44,1991-03-02
3789,1991,3,2,-5.01,-140.0,-7.1,-0.3,80.5,27.27,1991-03-02
16658,1991,3,2,-5.05,-110.0,-6.2,4.7,,25.89,1991-03-02
3584,1991,3,2,1.99,147.0,-0.2,-3.9,78.5,28.45,1991-03-02
20345,1991,3,2,8.96,-140.2,-2.0,-4.9,,25.88,1991-03-02
11102,1991,3,3,1.97,147.0,-0.3,-3.5,79.3,28.33,1991-03-03
21631,1991,3,4,-5.04,-110.0,-4.3,3.6,,26.12,1991-03-04
13871,1991,3,4,6.98,-140.0,,,,27.25,1991-03-04
17367,1991,3,4,0.02,165.0,,,,,1991-03-04
10565,1991,3,5,-5.01,-140.0,-5.8,0.7,82.4,27.3,1991-03-05
25080,1991,3,5,5.05,-140.0,-2.8,-2.4,93.4,24.39,1991-03-05
5020,1991,3,6,6.99,-140.0,,,,26.56,1991-03-06
11015,1991,3,6,8.07,165.0,,,89.8,25.81,1991-03-06
24305,1991,3,7,0.02,165.0,,,,,1991-03-07
5732,1991,3,7,-5.05,-110.0,-5.5,2.8,,26.25,1991-03-07
22250,1991,3,8,8.06,165.0,,,88.7,27.55,1991-03-08
24268,1991,3,8,8.96,-140.2,-2.0,-4.9,,25.53,1991-03-08
25181,1991,3,9,5.04,-140.0,-5.5,-2.5,80.1,27.23,1991-03-09
6800,1991,3,9,0.02,165.0,,,,,1991-03-09
23893,1991,3,9,5.01,165.0,-3.7,-0.9,,27.34,1991-03-09
24979,1991,3,11,1.98,147.0,1.4,4.7,77.0,29.05,1991-03-11
21577,1991,3,11,-5.01,-140.0,-4.6,-1.2,80.5,27.14,1991-03-11
24765,1991,3,11,-0.02,-169.5,-4.2,-0.2,,28.25,1991-03-11
3652,1991,3,11,-5.05,-110.0,-4.6,3.2,,26.25,1991-03-11
16028,1991,3,12,0.02,165.0,,,,,1991-03-12
21388,1991,3,12,5.05,-140.0,-6.0,0.7,84.4,26.72,1991-03-12
12306,1991,3,12,-0.03,-169.5,-3.5,2.2,,,1991-03-12
19755,1991,3,12,8.97,-140.2,-0.9,-4.3,,25.94,1991-03-12
3322,1991,3,13,-5.03,165.0,4.1,1.2,,27.77,1991-03-13
8834,1991,3,13,-0.02,-169.5,-3.9,1.5,,,1991-03-13
1196,1991,3,14,-2.03,-109.94,-3.0,0.9,,26.31,1991-03-14
3825,1991,3,14,-0.01,-110.0,-0.3,1.2,,27.02,1991-03-14
7702,1991,3,14,-5.02,165.0,6.6,-0.6,,27.16,1991-03-14
1721,1991,3,14,-0.03,-169.5,-6.9,0.0,,,1991-03-14
504,1991,3,14,6.98,-140.0,,,,27.16,1991-03-14
10952,1991,3,15,6.99,-140.0,,,,27.27,1991-03-15
1945,1991,3,15,2.01,-110.1,-3.1,-0.4,,27.0,1991-03-15
11125,1991,3,15,8.07,165.0,,,79.3,28.44,1991-03-15
7462,1991,3,16,4.99,165.0,-5.8,-3.1,,27.42,1991-03-16
5760,1991,3,16,8.97,-140.2,-2.7,-8.1,,25.8,1991-03-16
6526,1991,3,16,-5.05,-110.0,-7.5,0.0,,26.72,1991-03-16
3882,1991,3,17,8.96,-140.2,-0.9,-7.1,,25.53,1991-03-17
16483,1991,3,17,2.01,-110.1,-4.8,-0.2,,27.06,1991-03-17
15858,1991,3,18,8.97,-140.2,-1.7,-8.0,,25.73,1991-03-18
19332,1991,3,18,-5.04,-110.0,-7.9,3.4,,26.42,1991-03-18
14425,1991,3,18,2.01,-110.1,-6.7,2.6,,26.7,1991-03-18
22080,1991,3,19,2.02,-140.0,-4.4,1.4,,25.9,1991-03-19
8067,1991,3,19,0.02,165.0,,,,,1991-03-19
6876,1991,3,19,8.07,165.0,,,86.7,27.7,1991-03-19
6366,1991,3,19,-5.02,-109.94,-7.3,2.6,,26.25,1991-03-19
16279,1991,3,19,-5.01,-140.0,,,,27.22,1991-03-19
13555,1991,3,19,6.98,-140.0,,,,27.34,1991-03-19
4857,1991,3,20,5.03,-140.0,-6.0,-1.8,89.5,26.27,1991-03-20
19067,1991,3,20,-5.03,165.0,-1.2,-0.9,,27.88,1991-03-20
21586,1991,3,20,8.08,165.0,,,89.1,27.62,1991-03-20
5729,1991,3,20,5.06,165.1,0.4,3.7,,26.7,1991-03-20
16972,1991,3,21,8.96,-140.2,-2.3,-9.1,,25.6,1991-03-21
21267,1991,3,21,-5.02,165.0,-5.0,-4.7,,28.19,1991-03-21
13371,1991,3,21,4.99,165.0,-4.8,1.8,,27.42,1991-03-21
13389,1991,3,21,-0.01,-109.94,-1.6,1.4,,25.48,1991-03-21
11393,1991,3,21,2.03,-140.0,-5.9,0.7,,26.16,1991-03-21
824,1991,3,21,5.05,-140.0,-4.8,1.0,86.7,26.64,1991-03-21
16240,1991,3,22,8.96,-140.2,-1.8,-7.6,,25.9,1991-03-22
16040,1991,3,22,2.0,147.0,1.1,-2.0,79.7,27.4,1991-03-22
7402,1991,3,23,1.99,147.0,-0.7,-3.0,74.6,28.05,1991-03-23
23574,1991,3,23,6.99,-140.0,,,,26.88,1991-03-23
1228,1991,3,23,-5.05,-110.0,-5.9,3.2,,26.6,1991-03-23
11781,1991,3,23,-5.03,165.0,-2.5,-1.7,,27.83,1991-03-23
15647,1991,3,24,6.99,-140.0,,,,27.06,1991-03-24
19989,1991,3,24,1.99,147.0,-2.3,-1.7,80.5,27.25,1991-03-24
13289,1991,3,24,-5.02,-140.0,-6.4,-0.9,80.1,27.73,1991-03-24
788,1991,3,24,-5.04,-110.0,-5.4,4.3,,26.62,1991-03-24
17933,1991,3,24,2.01,-140.0,-6.7,1.5,,26.19,1991-03-24
21959,1991,3,25,5.04,-140.0,-3.8,0.8,85.2,26.06,1991-03-25
25649,1991,3,25,-2.02,-109.94,-1.1,-0.1,,26.67,1991-03-25
10992,1991,3,26,6.99,-140.0,,,,27.3,1991-03-26
14471,1991,3,26,2.02,-140.0,-4.3,2.0,,26.12,1991-03-26
7394,1991,3,26,-5.05,-110.0,-5.8,2.3,,26.48,1991-03-26
18444,1991,3,27,-0.02,-169.5,-4.1,0.3,,,1991-03-27
10066,1991,3,27,6.99,-140.0,,,,26.8,1991-03-27
22861,1991,3,27,4.96,165.0,-2.6,0.0,,27.88,1991-03-27
22903,1991,3,27,2.02,-140.0,-3.2,2.1,,25.66,1991-03-27
25050,1991,3,28,0.0,-109.94,-4.5,2.8,,25.34,1991-03-28
8695,1991,3,28,-2.02,-109.94,-6.1,3.1,,26.73,1991-03-28
9406,1991,3,28,-5.03,165.0,-3.6,-1.7,,27.6,1991-03-28
26085,1991,3,28,2.01,-110.1,-4.7,5.1,,26.62,1991-03-28
15907,1991,3,29,-0.02,-169.5,-4.4,-0.2,,,1991-03-29
535,1991,3,29,4.96,165.0,-6.3,-2.6,,26.47,1991-03-29
4578,1991,3,29,6.99,-140.0,,,,26.7,1991-03-29
14201,1991,3,30,8.01,165.0,-7.6,-4.6,,28.2,1991-03-30
24915,1991,3,30,-0.02,-169.5,-6.7,-1.1,,,1991-03-30
23898,1991,3,30,0.0,165.0,-2.4,-0.8,83.7,28.05,1991-03-30
11218,1991,3,30,2.0,165.0,,,,28.06,1991-03-30
6115,1991,3,30,4.98,165.0,-7.5,-1.8,,27.56,1991-03-30
6828,1991,3,31,1.98,147.0,2.5,-0.2,79.7,27.53,1991-03-31
971,1991,4,1,2.01,-140.0,-6.1,1.6,,26.58,1991-04-01
14590,1991,4,1,6.97,-140.0,,,,26.23,1991-04-01
12712,1991,4,2,1.98,147.0,3.2,-0.7,76.6,27.81,1991-04-02
5195,1991,4,3,2.02,-140.0,-4.1,0.4,,26.58,1991-04-03
17147,1991,4,3,8.01,165.0,-6.7,-2.7,,27.4,1991-04-03
7187,1991,4,4,8.01,165.0,-4.0,-2.0,,27.83,1991-04-04
21827,1991,4,4,2.02,-140.0,-6.2,2.0,,26.8,1991-04-04
11974,1991,4,4,0.0,165.0,3.2,1.8,84.2,27.66,1991-04-04
5918,1991,4,4,-0.01,-109.94,-2.4,0.2,,24.84,1991-04-04
11535,1991,4,4,-5.01,-140.0,-5.3,1.2,81.3,27.77,1991-04-04
17528,1991,4,5,2.03,-140.0,-4.5,2.9,,26.61,1991-04-05
16086,1991,4,5,1.96,165.0,-0.4,0.6,,28.9,1991-04-05
19951,1991,4,6,8.02,165.0,-4.3,-3.0,,27.28,1991-04-06
3272,1991,4,6,-0.01,-169.5,-5.5,1.2,,,1991-04-06
12586,1991,4,7,1.99,147.0,-0.5,-3.1,77.7,28.1,1991-04-07
11271,1991,4,7,-0.01,-169.5,-5.5,1.3,,,1991-04-07
22549,1991,4,7,-5.01,-140.0,-3.0,-3.1,77.3,27.66,1991-04-07
14362,1991,4,7,5.0,-110.0,-0.5,-0.1,,27.12,1991-04-07
13121,1991,4,7,-4.99,165.0,-1.9,-1.7,,29.08,1991-04-07
24389,1991,4,7,6.98,-140.0,,,,26.78,1991-04-07
25390,1991,4,8,0.01,165.0,-1.9,2.4,74.4,29.27,1991-04-08
25747,1991,4,8,5.04,-140.0,-4.6,0.9,86.3,26.52,1991-04-08
17823,1991,4,8,1.99,147.0,0.8,-4.4,75.8,28.56,1991-04-08
15370,1991,4,9,5.01,-110.0,-4.2,2.2,,27.55,1991-04-09
24097,1991,4,9,-4.99,165.0,-1.0,1.1,,29.0,1991-04-09
10393,1991,4,9,6.98,-140.0,,,,27.17,1991-04-09
13934,1991,4,10,5.04,-140.0,,,84.0,27.4,1991-04-10
2218,1991,4,10,6.98,-140.0,,,,26.88,1991-04-10
14385,1991,4,10,-1.97,164.9,2.1,-3.6,,28.6,1991-04-10
22347,1991,4,11,5.05,-140.0,,,84.0,27.8,1991-04-11
4687,1991,4,11,-4.99,165.0,2.1,-1.7,,29.36,1991-04-11
21605,1991,4,11,1.97,165.0,-0.6,-1.1,,28.55,1991-04-11
9552,1991,4,11,4.99,165.0,-4.6,-1.3,,27.34,1991-04-11
9520,1991,4,11,-0.01,-109.94,-3.5,-0.2,,24.12,1991-04-11
18766,1991,4,11,5.01,-110.0,-3.8,4.4,,27.8,1991-04-11
18049,1991,4,12,5.01,-110.0,-0.3,2.8,,27.84,1991-04-12
14062,1991,4,12,-2.03,-109.94,-1.6,-0.9,,25.45,1991-04-12
16695,1991,4,12,6.97,-140.0,,,,27.06,1991-04-12
11687,1991,4,12,5.03,-140.0,,,85.2,27.8,1991-04-12
11297,1991,4,12,0.0,-109.94,-0.6,-0.7,,24.78,1991-04-12
10898,1991,4,12,-1.98,164.9,-2.9,2.7,,28.84,1991-04-12
10330,1991,4,12,-5.01,-140.0,-4.0,-2.5,85.2,27.34,1991-04-12
23953,1991,4,13,-2.03,-109.94,-1.0,0.4,,26.16,1991-04-13
20683,1991,4,13,2.04,-110.2,0.6,2.3,84.8,25.97,1991-04-13
11747,1991,4,13,8.97,-140.2,1.2,-7.1,,25.94,1991-04-13
15194,1991,4,13,-0.01,-169.5,-4.4,0.9,,,1991-04-13
12094,1991,4,13,-0.19,-124.3,-5.7,0.5,87.5,26.23,1991-04-13
16403,1991,4,13,-4.99,165.0,-2.0,2.3,,28.77,1991-04-13
9042,1991,4,14,-0.01,-109.94,-0.8,3.0,,26.08,1991-04-14
1142,1991,4,14,5.04,-140.0,,,80.9,28.12,1991-04-14
21731,1991,4,14,0.0,165.0,-3.4,-2.3,79.6,29.23,1991-04-14
10243,1991,4,14,-0.01,-169.5,-3.7,-0.8,,,1991-04-14
8776,1991,4,14,-5.0,-110.0,-5.1,1.7,81.6,26.84,1991-04-14
14409,1991,4,14,6.98,-140.0,,,,27.14,1991-04-14
9817,1991,4,15,-4.99,-110.0,-4.9,4.8,84.0,27.0,1991-04-15
4147,1991,4,15,-5.01,-140.0,-5.6,0.7,78.5,28.05,1991-04-15
1824,1991,4,15,2.03,-110.2,-0.6,4.5,85.5,26.28,1991-04-15
3124,1991,4,16,8.96,-140.2,-0.2,-5.4,,25.8,1991-04-16
9339,1991,4,16,-4.99,165.0,-4.0,0.3,,28.73,1991-04-16
20767,1991,4,16,-5.0,-110.0,-7.3,3.9,81.6,27.23,1991-04-16
15446,1991,4,17,1.96,165.0,-0.5,1.3,,29.44,1991-04-17
16842,1991,4,17,2.01,-140.0,-3.8,1.0,,26.52,1991-04-17
9636,1991,4,18,-4.99,165.0,-2.0,0.4,,28.89,1991-04-18
12137,1991,4,18,-2.03,-109.94,-1.0,0.4,,26.73,1991-04-18
18834,1991,4,18,-0.02,-169.5,-5.4,-0.9,,,1991-04-18
636,1991,4,19,-5.01,-140.0,-5.1,1.0,79.7,28.1,1991-04-19
6923,1991,4,19,2.01,-140.0,-6.2,0.1,,26.27,1991-04-19
8860,1991,4,20,-4.99,165.0,-0.6,0.9,,29.12,1991-04-20
13097,1991,4,20,8.02,165.0,-7.0,-3.5,,27.98,1991-04-20
26046,1991,4,20,-2.02,-109.94,-4.3,-0.2,,26.44,1991-04-20
5173,1991,4,20,5.05,-140.0,,,87.1,27.56,1991-04-20
17190,1991,4,21,-2.03,-109.94,-4.2,-0.8,,26.52,1991-04-21
10520,1991,4,21,6.98,-140.0,,,,27.08,1991-04-21
5378,1991,4,21,1.96,165.0,-0.6,-5.3,,28.9,1991-04-21
20407,1991,4,21,8.01,165.0,-7.6,-5.2,,27.75,1991-04-21
10109,1991,4,22,2.02,-140.0,-5.7,0.5,,26.83,1991-04-22
15242,1991,4,22,8.96,-140.2,-2.8,-7.0,,26.25,1991-04-22
4428,1991,4,22,-0.01,-109.94,-5.9,-0.5,,26.86,1991-04-22
10868,1991,4,22,-0.02,-169.5,-4.6,2.0,,,1991-04-22
71,1991,4,23,-0.01,-169.5,-6.4,0.6,,,1991-04-23
7842,1991,4,23,-1.97,164.9,6.8,2.3,,28.22,1991-04-23
23896,1991,4,23,6.97,-140.0,,,,27.27,1991-04-23
15625,1991,4,23,1.98,147.0,-4.2,-3.8,81.6,27.94,1991-04-23
9000,1991,4,24,1.97,165.0,-1.3,-0.5,,29.19,1991-04-24
16794,1991,4,24,4.99,165.0,-4.6,-1.9,,27.42,1991-04-24
6378,1991,4,24,5.05,-140.0,,,85.2,28.2,1991-04-24
15993,1991,4,24,-1.97,164.9,2.6,0.4,,26.84,1991-04-24
24240,1991,4,25,6.97,-140.0,,,,27.4,1991-04-25
21238,1991,4,25,-5.0,-110.0,-1.4,2.7,85.5,26.4,1991-04-25
21329,1991,4,25,1.97,147.0,-4.8,-2.2,82.0,27.61,1991-04-25
8687,1991,4,25,-0.01,-109.94,-0.7,3.0,,26.06,1991-04-25
306,1991,4,25,-1.97,164.9,1.7,-1.6,,27.66,1991-04-25
9809,1991,4,25,-4.98,165.0,-0.5,-2.8,,27.44,1991-04-25
12117,1991,4,26,-0.01,-109.94,-0.3,2.1,,26.19,1991-04-26
21278,1991,4,26,-5.0,-110.0,-7.6,3.5,79.7,27.19,1991-04-26
13959,1991,4,26,6.98,-140.0,,,,26.78,1991-04-26
16749,1991,4,26,5.01,-110.0,1.2,4.8,,27.95,1991-04-26
21452,1991,4,27,5.04,-140.0,,,86.7,27.05,1991-04-27
15107,1991,4,27,-1.98,164.9,-1.3,-0.9,,27.52,1991-04-27
2600,1991,4,27,8.01,165.0,-4.4,-1.5,,28.19,1991-04-27
11896,1991,4,27,1.97,165.0,-1.3,-2.8,,27.9,1991-04-27
17954,1991,4,27,1.98,147.0,-1.2,1.4,76.6,28.84,1991-04-27
1502,1991,4,27,2.02,-140.0,-4.4,1.4,,26.44,1991-04-27
643,1991,4,28,2.03,-110.1,-0.1,1.4,76.2,27.66,1991-04-28
20435,1991,4,28,-4.99,165.0,-1.0,2.8,,27.56,1991-04-28
