Index,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,date
15441,1997,4,14,4.91,-139.9,-5.0,-0.3,87.0,27.27,1997-04-14
20399,1997,4,14,-4.99,-139.9,-4.9,-1.4,82.9,27.16,1997-04-14
29226,1997,4,14,-8.28,-155.0,-5.1,-1.5,76.3,28.66,1997-04-14
22390,1997,4,14,-4.99,-170.0,-6.4,-1.5,75.7,28.88,1997-04-14
1111,1997,4,14,0.0,-140.0,-4.3,-2.2,,26.67,1997-04-14
10866,1997,4,14,-2.02,-140.0,-3.6,-3.3,78.4,27.1,1997-04-14
31355,1997,4,14,-8.01,-95.1,-6.0,3.3,82.4,26.9,1997-04-14
19327,1997,4,14,-4.98,-110.0,-6.4,2.5,77.9,27.05,1997-04-14
12467,1997,4,14,-1.93,164.4,7.9,-2.7,85.1,,1997-04-14
14026,1997,4,14,-1.94,-95.25,1.2,-1.4,,,1997-04-14
26551,1997,4,14,8.01,-170.0,-2.1,-2.5,83.3,27.66,1997-04-14
15941,1997,4,14,4.95,147.0,5.4,-2.5,75.1,28.69,1997-04-14
5131,1997,4,14,1.99,-110.75,-0.7,-0.7,74.3,27.7,1997-04-14
2165,1997,4,14,-0.01,-155.0,-5.2,-1.3,78.5,27.14,1997-04-14
14492,1997,4,14,5.02,-110.0,-1.9,-1.0,80.7,27.55,1997-04-14
26013,1997,4,14,8.01,165.0,-2.0,1.4,83.5,27.23,1997-04-14
10331,1997,4,14,-2.04,-124.9,-4.2,-2.5,86.0,26.62,1997-04-14
7139,1997,4,14,1.97,-155.0,-5.4,-0.2,74.0,27.73,1997-04-14
19863,1997,4,14,-5.01,-124.94,-6.7,0.6,,27.69,1997-04-14
27089,1997,4,14,7.99,-179.9,-6.3,-6.5,,28.23,1997-04-14
31886,1997,4,14,8.99,-140.2,-6.6,-5.5,89.4,25.95,1997-04-14
2694,1997,4,14,0.0,156.1,,,79.5,27.9,1997-04-14
18797,1997,4,14,5.0,-94.94,-0.2,-1.4,78.0,27.83,1997-04-14
9497,1997,4,14,2.42,-96.3,,,84.7,28.12,1997-04-14
16889,1997,4,14,5.0,156.1,3.1,1.9,81.5,28.55,1997-04-14
21852,1997,4,14,-5.0,165.2,7.9,-2.5,78.4,28.27,1997-04-14
13511,1997,4,14,-2.01,-180.0,-1.4,-1.8,76.6,28.44,1997-04-14
6131,1997,4,14,2.43,137.4,4.0,-2.7,79.4,28.48,1997-04-14
8559,1997,4,14,1.99,-169.9,-4.7,0.9,,,1997-04-14
30288,1997,4,14,-8.02,-170.0,-5.3,-2.1,,28.88,1997-04-14
23459,1997,4,14,-5.03,-95.06,,,92.3,26.12,1997-04-14
10332,1997,4,15,-2.05,-124.94,-4.3,0.9,87.2,26.6,1997-04-15
24512,1997,4,15,8.03,-125.0,-3.3,-6.0,85.1,26.44,1997-04-15
5658,1997,4,15,1.96,-125.0,-2.7,1.1,81.8,27.22,1997-04-15
1112,1997,4,15,0.02,-139.9,-4.4,-0.6,,26.66,1997-04-15
11403,1997,4,15,-1.98,-155.0,-5.6,1.7,84.4,28.1,1997-04-15
19864,1997,4,15,-5.01,-124.94,-6.0,2.6,,27.75,1997-04-15
21468,1997,4,15,-5.01,156.0,0.9,4.9,71.2,28.83,1997-04-15
21853,1997,4,15,-5.0,165.2,5.5,-2.9,78.4,28.55,1997-04-15
10867,1997,4,15,-2.02,-140.0,-4.2,-1.3,80.0,27.14,1997-04-15
14493,1997,4,15,5.02,-109.94,-3.3,1.6,82.7,27.88,1997-04-15
14027,1997,4,15,-1.94,-95.25,1.8,-0.3,,,1997-04-15
30828,1997,4,15,-7.99,-179.9,-1.2,-0.9,75.4,28.69,1997-04-15
23460,1997,4,15,-5.03,-95.06,,,89.8,26.7,1997-04-15
6563,1997,4,15,1.97,-140.0,,,,,1997-04-15
18411,1997,4,15,5.0,-179.9,,,85.5,27.38,1997-04-15
13512,1997,4,15,-2.01,-180.0,-0.3,1.1,77.4,28.05,1997-04-15
18798,1997,4,15,5.01,-94.94,-2.5,-1.1,77.6,28.52,1997-04-15
7140,1997,4,15,1.98,-155.0,-4.5,0.3,76.9,27.7,1997-04-15
29751,1997,4,15,-8.03,164.9,,,83.2,28.23,1997-04-15
22929,1997,4,15,-5.02,-179.9,-1.6,1.4,73.8,28.8,1997-04-15
7671,1997,4,15,2.0,156.0,4.2,5.8,88.3,27.89,1997-04-15
27613,1997,4,15,8.05,-94.94,,,75.1,28.36,1997-04-15
22391,1997,4,15,-4.99,-170.0,-5.8,1.3,77.3,28.95,1997-04-15
31356,1997,4,15,-8.01,-95.1,-6.2,4.9,84.9,26.77,1997-04-15
19328,1997,4,15,-4.98,-110.0,-6.3,4.7,78.3,27.23,1997-04-15
23975,1997,4,15,8.05,-110.2,-5.3,-3.0,80.1,28.16,1997-04-15
5132,1997,4,15,1.99,-110.75,-2.1,3.9,79.9,27.52,1997-04-15
3754,1997,4,15,-0.02,-170.0,-5.7,0.9,,,1997-04-15
25012,1997,4,15,7.95,-155.0,-6.4,-2.5,88.2,26.22,1997-04-15
3224,1997,4,15,0.0,165.0,5.5,-3.5,83.6,27.11,1997-04-15
12468,1997,4,15,-1.93,164.4,4.2,-1.3,84.4,,1997-04-15
16353,1997,4,15,4.99,-154.9,-4.2,1.9,85.4,27.8,1997-04-15
20937,1997,4,15,-4.98,-155.0,-6.4,1.2,82.0,28.31,1997-04-15
1637,1997,4,15,0.0,147.0,,,,,1997-04-15
15442,1997,4,15,4.91,-139.9,-4.9,-1.2,83.3,27.52,1997-04-15
20400,1997,4,15,-4.99,-139.9,-6.5,0.2,79.6,27.78,1997-04-15
26014,1997,4,15,8.0,165.0,-4.3,-2.1,81.1,28.23,1997-04-15
17421,1997,4,15,5.05,165.0,-0.3,-2.2,79.8,27.92,1997-04-15
28151,1997,4,15,-8.05,-109.94,-6.7,3.1,80.1,27.39,1997-04-15
31887,1997,4,15,8.99,-140.2,-6.6,-5.9,90.5,25.56,1997-04-15
2695,1997,4,15,-0.01,156.1,,,74.5,28.8,1997-04-15
12984,1997,4,15,-2.16,-170.0,-6.4,0.4,83.7,28.7,1997-04-15
16890,1997,4,15,5.01,156.1,1.2,2.4,85.3,27.7,1997-04-15
25503,1997,4,15,7.99,156.0,,,80.1,27.95,1997-04-15
104,1997,4,15,0.01,-110.0,-2.2,2.0,86.5,26.02,1997-04-15
30289,1997,4,15,-8.02,-170.0,-4.5,0.5,,28.48,1997-04-15
8560,1997,4,15,1.99,-169.9,-5.7,2.3,,,1997-04-15
15942,1997,4,15,4.96,147.0,8.7,4.1,80.4,28.64,1997-04-15
2166,1997,4,15,0.0,-155.0,-5.0,-0.1,84.1,26.94,1997-04-15
6132,1997,4,15,2.44,137.4,,,79.8,28.2,1997-04-15
584,1997,4,15,-0.19,-124.4,-1.2,0.8,87.8,25.94,1997-04-15
27090,1997,4,15,7.99,-179.9,-6.6,-1.6,,27.31,1997-04-15
28689,1997,4,15,-7.97,-125.0,-7.4,0.8,78.6,27.48,1997-04-15
26552,1997,4,15,8.01,-170.0,-4.9,-0.3,84.8,27.62,1997-04-15
11932,1997,4,15,-1.99,156.0,1.6,8.3,79.3,28.89,1997-04-15
9498,1997,4,15,2.42,-96.3,,,84.3,28.23,1997-04-15
8125,1997,4,15,2.0,165.0,5.6,-3.0,84.5,27.19,1997-04-15
14906,1997,4,15,5.13,-124.9,-2.9,-1.2,83.8,27.62,1997-04-15
29227,1997,4,15,-8.28,-155.0,-6.2,0.3,75.9,28.89,1997-04-15
18799,1997,4,16,5.01,-94.94,-1.2,-0.1,79.6,28.27,1997-04-16
26553,1997,4,16,8.01,-170.0,-4.1,0.0,83.7,27.7,1997-04-16
10868,1997,4,16,-2.02,-140.0,-4.4,-1.3,80.0,27.25,1997-04-16
29228,1997,4,16,-8.28,-155.0,-6.3,-0.7,77.8,28.89,1997-04-16
9499,1997,4,16,2.42,-96.3,,,92.8,26.8,1997-04-16
13513,1997,4,16,-2.0,-180.0,-4.9,1.2,72.1,29.2,1997-04-16
6564,1997,4,16,1.97,-140.0,,,,27.19,1997-04-16
16891,1997,4,16,5.01,156.1,3.9,4.0,83.4,28.36,1997-04-16
27091,1997,4,16,7.99,-179.9,-3.4,1.0,,27.03,1997-04-16
8561,1997,4,16,1.99,-169.9,-5.4,-1.2,,,1997-04-16
21854,1997,4,16,-5.0,165.2,6.4,-3.7,76.0,28.98,1997-04-16
2696,1997,4,16,0.0,156.1,,,75.7,27.9,1997-04-16
7141,1997,4,16,1.98,-155.0,-5.6,-1.8,78.5,27.86,1997-04-16
5133,1997,4,16,1.99,-110.75,-1.5,3.7,79.9,27.23,1997-04-16
22930,1997,4,16,-5.02,-179.9,-5.4,0.0,72.6,28.88,1997-04-16
2167,1997,4,16,-0.01,-155.0,-5.3,-2.8,81.3,27.3,1997-04-16
14028,1997,4,16,-1.94,-95.25,1.7,0.7,,,1997-04-16
15943,1997,4,16,4.95,147.0,8.3,4.7,77.5,29.06,1997-04-16
19329,1997,4,16,-4.98,-110.0,-5.4,4.0,81.4,27.16,1997-04-16
12469,1997,4,16,-1.93,164.4,3.8,-3.4,85.5,,1997-04-16
16354,1997,4,16,4.99,-154.9,-4.3,-1.5,85.4,27.95,1997-04-16
23461,1997,4,16,-5.03,-95.06,,,93.5,26.05,1997-04-16
31357,1997,4,16,-8.0,-95.1,-4.4,5.1,82.4,26.6,1997-04-16
15443,1997,4,16,4.91,-139.9,-4.7,-1.2,87.4,26.8,1997-04-16
11933,1997,4,16,-2.0,156.0,0.9,3.3,79.7,28.61,1997-04-16
10333,1997,4,16,-2.05,-124.94,-4.0,1.2,84.8,27.03,1997-04-16
1113,1997,4,16,0.02,-139.9,-4.1,-1.5,81.1,26.88,1997-04-16
20401,1997,4,16,-5.0,-139.9,-6.2,-0.3,80.5,27.86,1997-04-16
22392,1997,4,16,-4.99,-170.0,-5.4,-1.0,77.7,28.9,1997-04-16
26015,1997,4,16,8.01,165.0,-4.2,0.4,88.0,26.77,1997-04-16
31888,1997,4,16,8.99,-140.2,-6.2,-6.0,90.5,25.81,1997-04-16
5659,1997,4,16,1.96,-125.0,-1.2,2.2,80.2,27.27,1997-04-16
30290,1997,4,16,-8.01,-170.0,-4.0,1.3,,28.4,1997-04-16
23976,1997,4,16,8.05,-110.2,-4.8,-3.5,80.5,28.31,1997-04-16
7672,1997,4,16,2.0,156.0,6.4,3.7,86.2,27.77,1997-04-16
24513,1997,4,16,8.03,-125.0,-4.3,-6.0,86.3,26.08,1997-04-16
1638,1997,4,16,0.0,147.0,,,,,1997-04-16
585,1997,4,16,-0.2,-124.4,-1.1,-0.5,89.9,25.92,1997-04-16
21469,1997,4,16,-5.01,156.0,0.4,2.8,73.1,28.56,1997-04-16
28690,1997,4,16,-7.97,-125.0,-6.2,0.4,78.2,27.31,1997-04-16
29752,1997,4,16,-8.05,164.9,,,82.4,28.62,1997-04-16
8126,1997,4,16,2.0,165.0,6.5,-3.7,80.6,28.05,1997-04-16
11404,1997,4,16,-1.98,-155.0,-5.6,-2.7,84.8,27.9,1997-04-16
17422,1997,4,16,5.04,165.0,5.0,1.2,84.3,26.94,1997-04-16
3225,1997,4,16,0.0,165.0,5.8,-3.2,78.2,28.28,1997-04-16
20938,1997,4,16,-4.98,-155.0,-6.4,-1.3,84.4,28.27,1997-04-16
12985,1997,4,16,-2.16,-170.0,-5.8,-0.9,82.9,28.7,1997-04-16
14907,1997,4,16,5.14,-124.9,1.6,-0.7,84.6,27.28,1997-04-16
3755,1997,4,16,-0.02,-170.0,-5.5,-1.6,,,1997-04-16
28152,1997,4,16,-8.06,-109.94,-6.2,4.2,79.7,27.39,1997-04-16
105,1997,4,16,-0.07,-109.94,-1.3,1.3,88.6,26.05,1997-04-16
30829,1997,4,16,-7.99,-179.9,-5.5,-1.7,75.8,28.77,1997-04-16
6133,1997,4,16,2.44,137.4,,,79.4,28.6,1997-04-16
25013,1997,4,16,7.95,-155.0,-6.0,-3.6,88.6,26.7,1997-04-16
19865,1997,4,16,-5.01,-125.0,-5.7,2.4,,27.69,1997-04-16
14494,1997,4,16,5.02,-110.0,-0.5,1.5,82.3,27.55,1997-04-16
25504,1997,4,16,8.0,156.0,,,83.9,27.95,1997-04-16
18412,1997,4,16,4.99,-179.9,,,83.9,27.72,1997-04-16
27614,1997,4,16,8.05,-94.94,,,78.4,28.23,1997-04-16
28691,1997,4,17,-7.96,-125.0,-5.2,-0.4,77.8,27.31,1997-04-17
5134,1997,4,17,2.0,-110.75,2.9,2.1,80.7,27.1,1997-04-17
14029,1997,4,17,-1.93,-95.25,-0.1,1.3,,,1997-04-17
2168,1997,4,17,-0.01,-155.0,-4.0,-3.5,80.9,27.42,1997-04-17
8127,1997,4,17,2.0,165.0,7.6,-0.8,83.7,27.39,1997-04-17
11934,1997,4,17,-2.0,156.0,1.1,-0.9,82.4,27.89,1997-04-17
586,1997,4,17,-0.19,-124.4,0.6,-0.6,84.0,26.6,1997-04-17
10334,1997,4,17,-2.05,-124.94,-2.6,0.6,84.0,26.9,1997-04-17
3756,1997,4,17,-0.04,-170.0,-1.1,-2.5,,,1997-04-17
26554,1997,4,17,8.01,-170.0,-3.0,-2.5,84.5,27.97,1997-04-17
10869,1997,4,17,-2.02,-140.0,-2.8,-2.0,81.2,26.9,1997-04-17
11405,1997,4,17,-1.98,-155.0,-4.3,-3.7,83.6,27.88,1997-04-17
29229,1997,4,17,-8.28,-155.0,-3.8,-1.1,78.2,28.66,1997-04-17
9500,1997,4,17,2.43,-96.3,,,87.6,27.6,1997-04-17
106,1997,4,17,-0.08,-109.94,,,86.8,26.17,1997-04-17
27092,1997,4,17,7.99,-179.9,-2.2,-1.6,,27.8,1997-04-17
25014,1997,4,17,7.95,-155.0,-5.4,-6.8,86.2,26.5,1997-04-17
24514,1997,4,17,8.03,-125.0,-3.6,-3.5,80.1,26.6,1997-04-17
14908,1997,4,17,5.13,-124.9,-2.9,-3.7,83.4,27.31,1997-04-17
25505,1997,4,17,7.99,156.0,,,80.5,28.19,1997-04-17
3226,1997,4,17,0.0,165.0,8.5,-1.5,81.7,27.28,1997-04-17
8562,1997,4,17,1.99,-169.9,-2.2,-1.6,,,1997-04-17
16892,1997,4,17,5.0,156.1,2.1,1.6,81.5,28.05,1997-04-17
14495,1997,4,17,5.02,-110.0,1.5,-0.7,80.7,27.48,1997-04-17
30830,1997,4,17,-7.99,-179.9,-2.3,-1.9,74.1,28.89,1997-04-17
28153,1997,4,17,-8.06,-109.94,-4.0,3.9,76.4,27.23,1997-04-17
2697,1997,4,17,0.0,156.1,,,76.6,27.6,1997-04-17
18413,1997,4,17,4.99,-179.9,,,83.1,27.17,1997-04-17
13514,1997,4,17,-2.0,-180.0,-4.3,-1.3,73.3,28.92,1997-04-17
12986,1997,4,17,-2.16,-170.0,-1.8,-1.5,84.4,28.2,1997-04-17
18800,1997,4,17,5.01,-94.94,-1.1,-2.8,75.9,28.47,1997-04-17
7142,1997,4,17,1.98,-155.0,-4.7,-2.7,75.2,27.86,1997-04-17
29753,1997,4,17,-8.04,164.9,,,79.6,28.94,1997-04-17
31889,1997,4,17,9.0,-140.0,,,,,1997-04-17
15944,1997,4,17,4.95,147.0,3.8,3.9,80.4,28.69,1997-04-17
17423,1997,4,17,5.04,165.0,0.9,-4.8,81.4,27.72,1997-04-17
1639,1997,4,17,0.0,147.0,,,,,1997-04-17
26016,1997,4,17,8.0,165.0,-4.1,-4.4,79.9,28.31,1997-04-17
22393,1997,4,17,-5.0,-170.0,-3.5,-0.3,76.5,28.83,1997-04-17
7673,1997,4,17,2.0,156.0,5.7,0.8,86.2,27.73,1997-04-17
27615,1997,4,17,8.05,-94.94,,,73.9,28.64,1997-04-17
31358,1997,4,17,-8.01,-95.1,-4.8,3.5,83.5,26.6,1997-04-17
20939,1997,4,17,-4.98,-155.0,-4.3,-1.9,84.0,28.03,1997-04-17
15444,1997,4,17,4.91,-139.9,-4.4,-3.2,84.1,27.23,1997-04-17
16355,1997,4,17,5.0,-154.9,-5.6,-3.9,88.9,27.88,1997-04-17
23462,1997,4,17,-5.03,-95.06,,,89.4,26.9,1997-04-17
12470,1997,4,17,-1.93,164.4,4.8,-3.3,84.0,,1997-04-17
23977,1997,4,17,8.04,-110.2,-4.0,-5.1,80.1,27.95,1997-04-17
19330,1997,4,17,-4.98,-110.0,-4.2,5.2,78.7,27.05,1997-04-17
22931,1997,4,17,-5.02,-179.9,-3.6,-2.0,73.8,28.92,1997-04-17
19866,1997,4,17,-5.02,-124.94,-4.6,1.6,,27.56,1997-04-17
6134,1997,4,17,2.44,137.4,,,80.6,28.4,1997-04-17
30291,1997,4,17,-8.02,-170.0,-3.3,-0.5,,28.52,1997-04-17
20402,1997,4,17,-5.0,-139.9,-4.6,-0.3,78.8,27.81,1997-04-17
5660,1997,4,17,1.97,-125.0,-0.5,-1.6,77.3,27.77,1997-04-17
1114,1997,4,17,0.02,-139.9,-3.1,-1.7,81.9,26.84,1997-04-17
6565,1997,4,17,1.98,-140.0,-3.6,-0.9,81.6,27.3,1997-04-17
21855,1997,4,17,-5.0,165.2,4.8,-3.2,73.9,29.19,1997-04-17
21470,1997,4,17,-5.01,156.0,-0.5,2.1,73.5,28.56,1997-04-17
19867,1997,4,18,-5.01,-124.94,-3.8,1.9,,27.56,1997-04-18
21856,1997,4,18,-5.0,165.2,6.1,-0.6,76.0,28.55,1997-04-18
14496,1997,4,18,5.02,-109.94,-2.2,-0.3,81.9,27.2,1997-04-18
28692,1997,4,18,-7.97,-125.0,-4.2,-0.6,79.4,27.28,1997-04-18
14909,1997,4,18,5.13,-124.9,-3.8,-2.9,82.9,27.81,1997-04-18
31890,1997,4,18,8.98,-140.2,,,,,1997-04-18
9501,1997,4,18,2.43,-96.3,,,87.6,26.64,1997-04-18
587,1997,4,18,-0.21,-124.4,1.4,2.7,88.4,26.69,1997-04-18
22394,1997,4,18,-4.99,-170.0,-1.8,-0.7,76.9,28.47,1997-04-18
8128,1997,4,18,1.99,165.0,7.6,0.5,82.9,27.55,1997-04-18
30831,1997,4,18,-7.99,-179.9,-0.8,-2.5,74.1,28.94,1997-04-18
2698,1997,4,18,0.0,156.1,,,75.3,27.48,1997-04-18
30292,1997,4,18,-8.01,-170.0,-2.3,0.6,,28.77,1997-04-18
2169,1997,4,18,-0.01,-155.0,-5.3,-0.7,80.1,27.38,1997-04-18
16893,1997,4,18,5.0,156.1,3.0,0.1,82.3,27.81,1997-04-18
12987,1997,4,18,-2.17,-170.0,-2.0,-1.0,81.8,28.6,1997-04-18
28154,1997,4,18,-8.06,-109.94,-2.6,1.9,74.2,27.23,1997-04-18
29230,1997,4,18,-8.27,-155.0,-3.9,-0.2,76.3,28.58,1997-04-18
25506,1997,4,18,7.99,156.0,,,79.2,27.98,1997-04-18
18801,1997,4,18,5.01,-94.94,-0.9,-1.5,80.0,27.39,1997-04-18
8563,1997,4,18,1.99,-169.9,-0.4,-0.9,,,1997-04-18
1640,1997,4,18,0.0,147.0,,,,,1997-04-18
20940,1997,4,18,-4.98,-155.0,-4.6,-1.2,83.6,27.52,1997-04-18
3227,1997,4,18,0.0,165.0,10.3,0.9,78.6,27.64,1997-04-18
7143,1997,4,18,1.9,-154.9,-5.5,0.3,76.9,27.86,1997-04-18
13515,1997,4,18,-2.01,-180.0,-1.9,-2.2,72.1,29.23,1997-04-18
22932,1997,4,18,-5.03,-179.9,-2.4,-2.3,72.2,28.88,1997-04-18
6566,1997,4,18,1.97,-140.0,-3.1,-1.9,82.8,27.33,1997-04-18
1115,1997,4,18,0.02,-139.9,-3.0,-1.8,81.4,26.97,1997-04-18
23463,1997,4,18,-5.04,-95.06,,,91.5,26.2,1997-04-18
18414,1997,4,18,4.99,-179.9,,,81.1,28.34,1997-04-18
26555,1997,4,18,8.01,-170.0,-4.1,-0.4,91.2,26.34,1997-04-18
26017,1997,4,18,8.01,165.0,-5.7,-1.2,83.5,28.08,1997-04-18
17424,1997,4,18,5.04,165.0,1.8,-0.9,79.8,27.33,1997-04-18
7674,1997,4,18,2.0,156.0,8.0,0.4,85.4,28.31,1997-04-18
27616,1997,4,18,8.05,-94.94,,,73.9,28.28,1997-04-18
6135,1997,4,18,2.44,137.4,,,79.8,28.52,1997-04-18
10870,1997,4,18,-2.02,-140.0,-3.1,-2.8,77.1,27.14,1997-04-18
20403,1997,4,18,-4.99,-139.9,-4.1,-1.3,76.8,27.66,1997-04-18
5135,1997,4,18,2.0,-110.75,1.3,0.5,82.7,26.66,1997-04-18
27093,1997,4,18,7.99,-179.9,-3.0,-3.5,,28.16,1997-04-18
19331,1997,4,18,-4.99,-110.0,-2.5,1.7,77.9,26.94,1997-04-18
29754,1997,4,18,-8.04,164.9,,,80.4,29.02,1997-04-18
21471,1997,4,18,-5.01,156.0,1.3,-1.0,76.9,28.56,1997-04-18
24515,1997,4,18,8.03,-125.0,-3.4,-5.2,81.4,27.0,1997-04-18
12471,1997,4,18,-1.93,164.4,7.9,-1.7,83.2,,1997-04-18
16356,1997,4,18,5.0,-154.9,-6.2,-2.0,89.3,26.97,1997-04-18
11406,1997,4,18,-1.98,-155.0,-3.8,-1.3,84.8,27.44,1997-04-18
23978,1997,4,18,8.04,-110.2,-4.8,-3.5,79.3,28.55,1997-04-18
25015,1997,4,18,7.95,-155.0,-5.7,-4.9,85.3,26.38,1997-04-18
15445,1997,4,18,4.91,-139.9,-5.4,-3.2,85.7,27.39,1997-04-18
11935,1997,4,18,-2.0,156.0,1.6,0.2,82.8,27.73,1997-04-18
3757,1997,4,18,-0.04,-170.0,0.6,-1.4,,,1997-04-18
14030,1997,4,18,-1.93,-95.25,1.3,0.3,,,1997-04-18
5661,1997,4,18,1.97,-125.0,-0.6,0.4,81.0,27.7,1997-04-18
15945,1997,4,18,4.95,147.0,2.1,2.6,78.8,28.72,1997-04-18
10335,1997,4,18,-2.04,-124.94,-1.3,0.8,83.6,26.75,1997-04-18
31359,1997,4,18,-8.01,-95.1,-6.0,3.5,84.6,26.77,1997-04-18
107,1997,4,18,-0.07,-109.94,1.1,0.3,84.8,25.9,1997-04-18
8564,1997,4,19,1.99,-169.9,-0.9,-0.8,,,1997-04-19
11936,1997,4,19,-2.0,156.0,4.1,4.0,82.0,28.73,1997-04-19
28155,1997,4,19,-8.06,-109.94,-4.7,2.2,75.3,27.34,1997-04-19
25507,1997,4,19,8.0,156.0,,,81.7,27.56,1997-04-19
5136,1997,4,19,2.0,-110.75,1.6,4.6,82.3,26.98,1997-04-19
22933,1997,4,19,-5.03,-179.9,0.1,-1.3,70.1,28.77,1997-04-19
10336,1997,4,19,-2.04,-124.94,-2.8,2.7,82.0,27.34,1997-04-19
7144,1997,4,19,1.82,-154.9,-4.8,-0.3,76.5,27.81,1997-04-19
20404,1997,4,19,-4.99,-139.9,-3.9,-1.1,77.2,27.62,1997-04-19
16894,1997,4,19,5.0,156.1,-0.7,3.7,80.3,28.52,1997-04-19
26556,1997,4,19,8.01,-170.0,-6.0,-3.6,86.7,26.8,1997-04-19
15446,1997,4,19,4.92,-139.9,-6.6,-3.0,86.1,27.39,1997-04-19
26018,1997,4,19,8.01,165.0,-8.9,-1.1,86.8,27.64,1997-04-19
12988,1997,4,19,-2.16,-170.0,-0.7,-1.5,82.2,28.08,1997-04-19
22395,1997,4,19,-4.99,-170.0,2.4,1.0,79.8,27.6,1997-04-19
31360,1997,4,19,-8.01,-95.1,-5.4,2.5,84.9,26.9,1997-04-19
31891,1997,4,19,8.96,-140.4,-6.4,-6.6,86.0,25.66,1997-04-19
16357,1997,4,19,5.0,-154.9,-3.7,-1.8,89.3,27.48,1997-04-19
1116,1997,4,19,0.02,-139.9,-3.8,-0.8,81.2,27.05,1997-04-19
2699,1997,4,19,-0.01,156.1,,,75.7,27.98,1997-04-19
30293,1997,4,19,-8.02,-170.0,-1.1,-1.0,,28.48,1997-04-19
14031,1997,4,19,-1.93,-95.25,-2.0,3.7,,,1997-04-19
19868,1997,4,19,-5.01,-124.94,-4.3,2.0,,27.64,1997-04-19
19332,1997,4,19,-4.98,-110.0,-4.4,3.8,76.7,27.02,1997-04-19
10871,1997,4,19,-2.02,-140.0,-3.4,-1.5,75.9,27.4,1997-04-19
15946,1997,4,19,4.95,147.0,3.3,1.5,77.9,28.77,1997-04-19
12472,1997,4,19,-1.93,164.4,4.2,0.4,84.4,,1997-04-19
18802,1997,4,19,5.01,-95.0,2.5,5.5,80.8,27.31,1997-04-19
17425,1997,4,19,5.04,165.0,2.1,-0.1,81.4,27.72,1997-04-19
7675,1997,4,19,2.0,156.0,7.1,-1.9,88.7,27.11,1997-04-19
27617,1997,4,19,8.05,-94.94,,,74.7,28.2,1997-04-19
6136,1997,4,19,2.43,137.4,,,80.2,28.56,1997-04-19
28693,1997,4,19,-7.96,-125.0,-5.7,0.3,77.4,27.25,1997-04-19
9502,1997,4,19,2.44,-96.3,,,88.4,27.12,1997-04-19
588,1997,4,19,-0.19,-124.4,-0.8,3.3,86.1,27.0,1997-04-19
27094,1997,4,19,7.99,-179.9,-6.8,-2.8,,27.31,1997-04-19
29755,1997,4,19,-8.04,164.9,,,78.8,29.22,1997-04-19
8129,1997,4,19,2.0,165.0,5.2,-0.2,83.3,27.39,1997-04-19
11407,1997,4,19,-1.97,-155.0,-4.2,-2.1,83.6,27.8,1997-04-19
30832,1997,4,19,-7.99,-179.9,2.2,-1.6,74.1,28.84,1997-04-19
108,1997,4,19,-0.07,-109.94,0.0,5.4,83.9,26.56,1997-04-19
18415,1997,4,19,4.99,-179.9,,,85.1,27.95,1997-04-19
21857,1997,4,19,-5.0,165.2,1.9,1.3,71.4,29.1,1997-04-19
25016,1997,4,19,7.96,-155.0,-5.2,-3.8,91.5,26.02,1997-04-19
20941,1997,4,19,-4.98,-155.0,-4.6,0.1,80.3,28.27,1997-04-19
14910,1997,4,19,5.13,-124.9,-3.1,-1.4,81.7,27.86,1997-04-19
14497,1997,4,19,5.02,-110.0,0.4,2.5,79.4,27.6,1997-04-19
23979,1997,4,19,8.05,-110.2,-4.1,-1.5,80.1,27.55,1997-04-19
29231,1997,4,19,-8.28,-155.0,-4.2,-0.8,75.9,28.77,1997-04-19
2170,1997,4,19,-0.01,-155.0,-4.2,-1.9,79.3,27.34,1997-04-19
3758,1997,4,19,-0.03,-170.0,-1.2,-1.1,,,1997-04-19
1641,1997,4,19,0.0,147.0,,,,,1997-04-19
3228,1997,4,19,0.0,165.0,6.7,2.3,78.0,28.19,1997-04-19
23464,1997,4,19,-5.03,-95.06,,,86.5,27.02,1997-04-19
5662,1997,4,19,1.96,-125.0,1.0,3.3,83.1,27.38,1997-04-19
13516,1997,4,19,-2.01,-180.0,1.9,-2.1,78.3,27.16,1997-04-19
24516,1997,4,19,8.03,-125.0,-2.7,-3.5,83.4,26.77,1997-04-19
6567,1997,4,19,1.97,-140.0,-5.1,-1.3,84.9,27.33,1997-04-19
21472,1997,4,19,-5.02,156.0,-0.8,3.0,77.7,28.64,1997-04-19
27618,1997,4,20,8.05,-94.94,,,80.5,26.8,1997-04-20
2171,1997,4,20,-0.01,-155.0,-4.4,-0.2,80.1,27.38,1997-04-20
31361,1997,4,20,-8.01,-95.1,-6.8,2.5,83.5,26.8,1997-04-20
10337,1997,4,20,-2.04,-124.94,-3.9,2.0,81.6,27.39,1997-04-20
15947,1997,4,20,4.94,147.0,2.3,2.2,78.4,28.48,1997-04-20
3759,1997,4,20,-0.03,-170.0,-2.9,1.1,,,1997-04-20
109,1997,4,20,-0.06,-109.94,-1.8,2.8,86.0,26.38,1997-04-20
11408,1997,4,20,-1.97,-155.0,-3.4,-1.2,84.8,27.75,1997-04-20
23980,1997,4,20,8.04,-110.2,-2.1,-0.1,76.3,27.47,1997-04-20
